idx,cluster
49469,16
49470,6
49471,3
49472,3
49473,12
49474,5
49475,16
49476,15
49477,8
49478,11
49479,6
49480,6
49481,4
49482,11
49483,12
49484,0
49485,9
49486,6
49487,9
49488,10
49489,5
49490,0
49491,9
49492,0
49493,14
49494,14
49495,3
49496,11
49497,0
49498,0
49499,11
49500,14
49501,6
49502,3
49503,3
49504,3
49505,9
49506,11
49507,10
49508,3
49509,6
49510,0
49511,14
49512,0
49513,0
49514,3
49515,16
49516,0
49517,16
49518,6
49519,6
49520,13
49521,11
49522,5
49523,10
49524,8
49525,5
49526,13
49527,10
49528,12
49529,10
49530,12
49531,11
49532,13
49533,9
49534,15
49535,6
49536,12
49537,14
49538,13
49539,15
49540,8
49541,8
49542,4
49543,3
49544,16
49545,4
49546,10
49547,3
49548,16
49549,11
49550,12
49551,6
49552,6
49553,8
49554,14
49555,10
49556,8
49557,0
49558,6
49559,6
49560,12
49561,1
49562,13
49563,8
49564,16
49565,6
49566,10
49567,3
49568,0
49569,4
49570,16
49571,16
49572,6
49573,14
49574,13
49575,16
49576,5
49577,3
49578,2
49579,3
49580,3
49581,0
49582,9
49583,6
49584,2
49585,15
49586,5
49587,5
49588,9
49589,4
49590,2
49591,16
49592,9
49593,8
49594,1
49595,6
49596,8
49597,4
49598,5
49599,7
49600,14
49601,12
49602,4
49603,0
49604,9
49605,12
49606,10
49607,12
49608,5
49609,10
49610,5
49611,14
49612,16
49613,15
49614,10
49615,10
49616,4
49617,12
49618,8
49619,1
49620,16
49621,4
49622,9
49623,11
49624,11
49625,13
49626,13
49627,4
49628,2
49629,0
49630,5
49631,0
49632,14
49633,3
49634,0
49635,16
49636,1
49637,3
49638,15
49639,12
49640,11
49641,1
49642,15
49643,7
49644,13
49645,3
49646,13
49647,11
49648,11
49649,10
49650,4
49651,8
49652,9
49653,3
49654,8
49655,7
49656,3
49657,16
49658,16
49659,16
49660,1
49661,12
49662,0
49663,1
49664,16
49665,15
49666,6
49667,5
49668,16
49669,13
49670,1
49671,13
49672,11
49673,16
49674,11
49675,9
49676,15
49677,15
49678,2
49679,16
49680,16
49681,10
49682,15
49683,5
49684,11
49685,1
49686,8
49687,5
49688,9
49689,9
49690,11
49691,1
49692,2
49693,1
49694,5
49695,12
49696,2
49697,2
49698,11
49699,14
49700,12
49701,3
49702,6
49703,2
49704,6
49705,1
49706,15
49707,3
49708,4
49709,14
49710,10
49711,11
49712,2
49713,9
49714,14
49715,9
49716,2
49717,9
49718,6
49719,16
49720,12
49721,12
49722,3
49723,8
49724,15
49725,2
49726,16
49727,4
49728,16
49729,2
49730,16
49731,8
49732,5
49733,5
49734,15
49735,7
49736,0
49737,12
49738,1
49739,3
49740,2
49741,0
49742,11
49743,9
49744,10
49745,8
49746,16
49747,10
49748,14
49749,1
49750,15
49751,4
49752,4
49753,13
49754,9
49755,7
49756,1
49757,2
49758,3
49759,15
49760,2
49761,15
49762,14
49763,7
49764,7
49765,10
49766,9
49767,14
49768,15
49769,16
49770,16
49771,0
49772,9
49773,6
49774,1
49775,10
49776,4
49777,1
49778,7
49779,16
49780,10
49781,7
49782,10
49783,2
49784,3
49785,5
49786,0
49787,14
49788,9
49789,14
49790,9
49791,0
49792,16
49793,13
49794,10
49795,10
49796,12
49797,16
49798,6
49799,1
49800,10
49801,3
49802,12
49803,4
49804,11
49805,1
49806,1
49807,9
49808,10
49809,4
49810,6
49811,6
49812,6
49813,3
49814,0
49815,7
49816,5
49817,16
49818,3
49819,13
49820,13
49821,15
49822,0
49823,12
49824,1
49825,10
49826,16
49827,3
49828,15
49829,9
49830,10
49831,7
49832,15
49833,11
49834,14
49835,10
49836,5
49837,7
49838,11
49839,16
49840,2
49841,4
49842,8
49843,9
49844,10
49845,16
49846,11
49847,1
49848,16
49849,16
49850,6
49851,11
49852,3
49853,10
49854,13
49855,9
49856,1
49857,15
49858,1
49859,12
49860,13
49861,8
49862,13
49863,10
49864,0
49865,10
49866,15
49867,16
49868,3
49869,11
49870,9
49871,7
49872,0
49873,11
49874,10
49875,14
49876,9
49877,7
49878,16
49879,3
49880,3
49881,4
49882,12
49883,10
49884,12
49885,14
49886,6
49887,10
49888,13
49889,12
49890,6
49891,8
49892,12
49893,4
49894,5
49895,3
49896,14
49897,5
49898,10
49899,7
49900,13
49901,0
49902,13
49903,9
49904,3
49905,15
49906,16
49907,0
49908,3
49909,12
49910,6
49911,10
49912,3
49913,14
49914,5
49915,0
49916,16
49917,3
49918,15
49919,14
49920,1
49921,9
49922,12
49923,9
49924,3
49925,7
49926,6
49927,1
49928,16
49929,3
49930,16
49931,5
49932,3
49933,16
49934,10
49935,15
49936,13
49937,6
49938,10
49939,10
49940,3
49941,11
49942,12
49943,10
49944,14
49945,14
49946,10
49947,7
49948,0
49949,15
49950,6
49951,3
49952,16
49953,3
49954,5
49955,10
49956,4
49957,15
49958,12
49959,15
49960,16
49961,16
49962,14
49963,6
49964,16
49965,2
49966,4
49967,3
49968,2
49969,10
49970,3
49971,8
49972,12
49973,9
49974,11
49975,10
49976,8
49977,14
49978,15
49979,10
49980,3
49981,16
49982,14
49983,4
49984,3
49985,10
49986,13
49987,15
49988,10
49989,6
49990,6
49991,6
49992,15
49993,12
49994,0
49995,6
49996,10
49997,3
49998,13
49999,6
50000,9
50001,14
50002,3
50003,11
50004,11
50005,6
50006,0
50007,5
50008,14
50009,3
50010,2
50011,16
50012,9
50013,14
50014,10
50015,9
50016,3
50017,9
50018,6
50019,6
50020,16
50021,3
50022,7
50023,9
50024,15
50025,12
50026,12
50027,10
50028,3
50029,4
50030,5
50031,11
50032,10
50033,16
50034,5
50035,12
50036,13
50037,16
50038,16
50039,3
50040,4
50041,9
50042,3
50043,12
50044,1
50045,6
50046,3
50047,3
50048,16
50049,6
50050,3
50051,3
50052,15
50053,9
50054,6
50055,9
50056,5
50057,14
50058,0
50059,6
50060,4
50061,2
50062,0
50063,12
50064,10
50065,12
50066,9
50067,1
50068,16
50069,6
50070,3
50071,16
50072,8
50073,7
50074,12
50075,15
50076,9
50077,2
50078,13
50079,3
50080,16
50081,2
50082,12
50083,3
50084,6
50085,3
50086,14
50087,0
50088,12
50089,8
50090,0
50091,0
50092,15
50093,15
50094,15
50095,9
50096,7
50097,3
50098,10
50099,12
50100,3
50101,4
50102,15
50103,15
50104,8
50105,5
50106,9
50107,9
50108,15
50109,9
50110,16
50111,16
50112,10
50113,12
50114,5
50115,13
50116,2
50117,12
50118,1
50119,16
50120,8
50121,4
50122,4
50123,1
50124,9
50125,9
50126,9
50127,0
50128,15
50129,16
50130,15
50131,9
50132,12
50133,15
50134,3
50135,6
50136,15
50137,16
50138,13
50139,15
50140,13
50141,6
50142,4
50143,6
50144,9
50145,14
50146,12
50147,15
50148,5
50149,6
50150,15
50151,3
50152,15
50153,12
50154,16
50155,8
50156,3
50157,7
50158,12
50159,3
50160,5
50161,13
50162,9
50163,11
50164,8
50165,16
50166,6
50167,15
50168,6
50169,5
50170,4
50171,15
50172,9
50173,16
50174,13
50175,9
50176,3
50177,12
50178,11
50179,15
50180,0
50181,13
50182,14
50183,11
50184,6
50185,15
50186,15
50187,5
50188,16
50189,3
50190,9
50191,12
50192,6
50193,10
50194,11
50195,9
50196,16
50197,15
50198,6
50199,16
50200,16
50201,14
50202,15
50203,12
50204,15
50205,9
50206,6
50207,10
50208,13
50209,6
50210,10
50211,16
50212,1
50213,16
50214,9
50215,1
50216,16
50217,15
50218,10
50219,16
50220,13
50221,9
50222,8
50223,12
50224,7
50225,12
50226,15
50227,11
50228,9
50229,6
50230,6
50231,5
50232,3
50233,9
50234,6
50235,12
50236,15
50237,9
50238,3
50239,1
50240,11
50241,3
50242,11
50243,15
50244,12
50245,0
50246,13
50247,3
50248,10
50249,16
50250,1
50251,12
50252,3
50253,15
50254,16
50255,8
50256,10
50257,15
50258,4
50259,9
50260,2
50261,0
50262,9
50263,6
50264,13
50265,12
50266,12
50267,9
50268,15
50269,10
50270,13
50271,7
50272,6
50273,16
50274,11
50275,11
50276,16
50277,10
50278,15
50279,10
50280,15
50281,11
50282,3
50283,16
50284,6
50285,5
50286,14
50287,13
50288,12
50289,15
50290,12
50291,7
50292,3
50293,16
50294,11
50295,2
50296,10
50297,12
50298,9
50299,8
50300,3
50301,16
50302,9
50303,14
50304,12
50305,5
50306,16
50307,6
50308,15
50309,3
50310,16
50311,11
50312,3
50313,14
50314,8
50315,13
50316,12
50317,5
50318,16
50319,16
50320,9
50321,2
50322,16
50323,9
50324,5
50325,0
50326,12
50327,3
50328,14
50329,14
50330,11
50331,12
50332,9
50333,4
50334,9
50335,9
50336,16
50337,4
50338,8
50339,11
50340,12
50341,6
50342,14
50343,4
50344,3
50345,1
50346,12
50347,8
50348,12
50349,0
50350,16
50351,8
50352,15
50353,6
50354,4
50355,10
50356,16
50357,16
50358,3
50359,7
50360,6
50361,4
50362,4
50363,12
50364,3
50365,0
50366,3
50367,12
50368,8
50369,3
50370,5
50371,3
50372,16
50373,14
50374,4
50375,12
50376,3
50377,13
50378,11
50379,14
50380,15
50381,3
50382,0
50383,5
50384,8
50385,10
50386,0
50387,4
50388,9
50389,15
50390,3
50391,13
50392,16
50393,0
50394,11
50395,15
50396,14
50397,8
50398,12
50399,12
50400,12
50401,12
50402,11
50403,5
50404,13
50405,7
50406,2
50407,8
50408,16
50409,4
50410,2
50411,5
50412,15
50413,16
50414,11
50415,9
50416,9
50417,12
50418,13
50419,6
50420,3
50421,0
50422,7
50423,9
50424,0
50425,2
50426,16
50427,4
50428,5
50429,9
50430,0
50431,15
50432,11
50433,10
50434,16
50435,10
50436,11
50437,7
50438,7
50439,14
50440,10
50441,15
50442,15
50443,16
50444,5
50445,2
50446,3
50447,3
50448,3
50449,15
50450,14
50451,1
50452,3
50453,5
50454,6
50455,0
50456,5
50457,3
50458,12
50459,12
50460,9
50461,7
50462,7
50463,1
50464,10
50465,3
50466,5
50467,3
50468,14
50469,3
50470,4
50471,9
50472,16
50473,16
50474,2
50475,0
50476,3
50477,4
50478,12
50479,8
50480,9
50481,11
50482,3
50483,9
50484,9
50485,3
50486,0
50487,10
50488,13
50489,9
50490,0
50491,7
50492,14
50493,7
50494,14
50495,3
50496,15
50497,9
50498,15
50499,5
50500,13
50501,12
50502,10
50503,12
50504,16
50505,9
50506,3
50507,3
50508,11
50509,3
50510,3
50511,12
50512,16
50513,3
50514,15
50515,0
50516,15
50517,9
50518,3
50519,0
50520,12
50521,3
50522,16
50523,12
50524,3
50525,10
50526,10
50527,10
50528,9
50529,14
50530,14
50531,14
50532,3
50533,3
50534,10
50535,2
50536,2
50537,6
50538,15
50539,16
50540,13
50541,3
50542,16
50543,9
50544,5
50545,3
50546,4
50547,8
50548,3
50549,3
50550,3
50551,12
50552,13
50553,3
50554,7
50555,3
50556,4
50557,3
50558,13
50559,11
50560,7
50561,10
50562,3
50563,14
50564,16
50565,12
50566,8
50567,15
50568,5
50569,16
50570,11
50571,13
50572,9
50573,6
50574,11
50575,6
50576,0
50577,16
50578,15
50579,11
50580,9
50581,8
50582,16
50583,9
50584,4
50585,16
50586,0
50587,0
50588,3
50589,3
50590,4
50591,3
50592,16
50593,12
50594,6
50595,2
50596,1
50597,2
50598,10
50599,15
50600,5
50601,9
50602,2
50603,16
50604,2
50605,3
50606,13
50607,10
50608,6
50609,0
50610,6
50611,11
50612,4
50613,5
50614,5
50615,7
50616,10
50617,10
50618,14
50619,1
50620,12
50621,3
50622,15
50623,3
50624,15
50625,15
50626,7
50627,12
50628,6
50629,14
50630,6
50631,11
50632,3
50633,10
50634,3
50635,10
50636,4
50637,0
50638,10
50639,4
50640,13
50641,3
50642,0
50643,14
50644,3
50645,9
50646,5
50647,9
50648,14
50649,15
50650,3
50651,3
50652,16
50653,1
50654,6
50655,9
50656,5
50657,5
50658,11
50659,14
50660,8
50661,12
50662,12
50663,16
50664,9
50665,0
50666,9
50667,16
50668,16
50669,13
50670,0
50671,3
50672,12
50673,14
50674,15
50675,15
50676,4
50677,5
50678,9
50679,9
50680,2
50681,11
50682,2
50683,10
50684,0
50685,15
50686,0
50687,3
50688,10
50689,3
50690,14
50691,3
50692,6
50693,6
50694,16
50695,3
50696,11
50697,8
50698,16
50699,11
50700,16
50701,6
50702,10
50703,0
50704,16
50705,3
50706,3
50707,3
50708,5
50709,3
50710,10
50711,3
50712,11
50713,10
50714,9
50715,16
50716,9
50717,11
50718,3
50719,8
50720,9
50721,16
50722,15
50723,8
50724,6
50725,10
50726,16
50727,14
50728,5
50729,2
50730,10
50731,10
50732,16
50733,11
50734,11
50735,5
50736,11
50737,13
50738,14
50739,12
50740,1
50741,10
50742,16
50743,6
50744,15
50745,0
50746,8
50747,16
50748,7
50749,11
50750,1
50751,0
50752,6
50753,2
50754,10
50755,9
50756,5
50757,13
50758,14
50759,8
50760,0
50761,0
50762,14
50763,7
50764,14
50765,8
50766,15
50767,2
50768,14
50769,6
50770,16
50771,16
50772,11
50773,10
50774,12
50775,10
50776,6
50777,16
50778,12
50779,9
50780,15
50781,10
50782,15
50783,0
50784,8
50785,12
50786,2
50787,13
50788,14
50789,10
50790,10
50791,1
50792,9
50793,16
50794,16
50795,9
50796,9
50797,3
50798,14
50799,10
50800,16
50801,8
50802,8
50803,6
50804,11
50805,9
50806,14
50807,10
50808,0
50809,3
50810,3
50811,3
50812,13
50813,16
50814,4
50815,15
50816,10
50817,4
50818,13
50819,3
50820,16
50821,9
50822,12
50823,0
50824,3
50825,12
50826,15
50827,3
50828,5
50829,15
50830,7
50831,8
50832,5
50833,4
50834,9
50835,16
50836,10
50837,12
50838,0
50839,3
50840,4
50841,8
50842,9
50843,14
50844,10
50845,3
50846,15
50847,13
50848,15
50849,16
50850,6
50851,12
50852,8
50853,3
50854,16
50855,14
50856,11
50857,6
50858,16
50859,10
50860,1
50861,2
50862,3
50863,14
50864,15
50865,8
50866,7
50867,12
50868,12
50869,10
50870,3
50871,13
50872,5
50873,0
50874,3
50875,9
50876,14
50877,3
50878,3
50879,8
50880,15
50881,7
50882,13
50883,4
50884,6
50885,10
50886,9
50887,8
50888,7
50889,14
50890,15
50891,5
50892,4
50893,9
50894,6
50895,15
50896,3
50897,15
50898,15
50899,16
50900,9
50901,13
50902,6
50903,15
50904,4
50905,11
50906,14
50907,2
50908,12
50909,5
50910,6
50911,5
50912,1
50913,3
50914,16
50915,11
50916,15
50917,12
50918,1
50919,16
50920,3
50921,10
50922,15
50923,6
50924,12
50925,14
50926,5
50927,5
50928,3
50929,4
50930,13
50931,15
50932,8
50933,10
50934,12
50935,10
50936,16
50937,0
50938,7
50939,4
50940,2
50941,3
50942,1
50943,16
50944,7
50945,6
50946,0
50947,11
50948,15
50949,11
50950,14
50951,11
50952,8
50953,10
50954,3
50955,3
50956,12
50957,3
50958,8
50959,12
50960,2
50961,3
50962,11
50963,12
50964,6
50965,15
50966,2
50967,3
50968,12
50969,6
50970,8
50971,16
50972,14
50973,10
50974,12
50975,7
50976,5
50977,14
50978,6
50979,2
50980,6
50981,10
50982,3
50983,8
50984,15
50985,3
50986,9
50987,15
50988,10
50989,3
50990,6
50991,15
50992,10
50993,10
50994,6
50995,8
50996,2
50997,13
50998,15
50999,9
51000,1
51001,6
51002,14
51003,0
51004,11
51005,14
51006,11
51007,15
51008,16
51009,2
51010,5
51011,16
51012,9
51013,1
51014,15
51015,5
51016,15
51017,10
51018,16
51019,6
51020,4
51021,1
51022,8
51023,6
51024,2
51025,7
51026,11
51027,7
51028,16
51029,10
51030,8
51031,10
51032,6
51033,9
51034,6
51035,11
51036,15
51037,11
51038,11
51039,15
51040,14
51041,11
51042,15
51043,16
51044,6
51045,15
51046,13
51047,3
51048,16
51049,4
51050,13
51051,3
51052,6
51053,16
51054,10
51055,5
51056,6
51057,0
51058,6
51059,1
51060,1
51061,16
51062,9
51063,15
51064,11
51065,0
51066,0
51067,15
51068,0
51069,12
51070,5
51071,1
51072,9
51073,12
51074,5
51075,7
51076,2
51077,5
51078,16
51079,0
51080,6
51081,7
51082,10
51083,14
51084,3
51085,6
51086,16
51087,8
51088,5
51089,11
51090,14
51091,1
51092,8
51093,8
51094,12
51095,15
51096,14
51097,11
51098,9
51099,16
51100,2
51101,4
51102,9
51103,10
51104,15
51105,14
51106,5
51107,13
51108,16
51109,0
51110,5
51111,7
51112,15
51113,16
51114,10
51115,1
51116,0
51117,12
51118,5
51119,1
51120,14
51121,12
51122,4
51123,8
51124,11
51125,6
51126,12
51127,9
51128,15
51129,6
51130,6
51131,6
51132,13
51133,1
51134,7
51135,6
51136,0
51137,6
51138,2
51139,5
51140,1
51141,8
51142,10
51143,15
51144,15
51145,0
51146,1
51147,11
51148,6
51149,3
51150,11
51151,15
51152,16
51153,13
51154,1
51155,16
51156,0
51157,16
51158,9
51159,0
51160,13
51161,5
51162,3
51163,7
51164,14
51165,12
51166,12
51167,9
51168,10
51169,10
51170,1
51171,9
51172,12
51173,7
51174,4
51175,10
51176,10
51177,3
51178,10
51179,16
51180,13
51181,9
51182,11
51183,5
51184,8
51185,0
51186,16
51187,4
51188,1
51189,15
51190,15
51191,11
51192,6
51193,15
51194,16
51195,5
51196,15
51197,13
51198,3
51199,0
51200,1
51201,6
51202,10
51203,12
51204,9
51205,12
51206,12
51207,7
51208,16
51209,3
51210,13
51211,9
51212,9
51213,15
51214,15
51215,15
51216,15
51217,15
51218,3
51219,4
51220,9
51221,9
51222,3
51223,12
51224,9
51225,10
51226,6
51227,0
51228,4
51229,5
51230,12
51231,9
51232,9
51233,15
51234,15
51235,4
51236,5
51237,14
51238,10
51239,13
51240,10
51241,16
51242,15
51243,16
51244,12
51245,9
51246,10
51247,3
51248,5
51249,15
51250,13
51251,2
51252,10
51253,16
51254,16
51255,12
51256,9
51257,16
51258,16
51259,16
51260,4
51261,9
51262,10
51263,12
51264,6
51265,3
51266,3
51267,11
51268,16
51269,8
51270,15
51271,16
51272,14
51273,1
51274,2
51275,3
51276,12
51277,2
51278,10
51279,8
51280,15
51281,9
51282,2
51283,6
51284,14
51285,14
51286,12
51287,6
51288,8
51289,8
51290,12
51291,11
51292,5
51293,16
51294,7
51295,15
51296,14
51297,11
51298,12
51299,3
51300,11
51301,8
51302,6
51303,9
51304,1
51305,6
51306,13
51307,9
51308,13
51309,14
51310,5
51311,6
51312,16
51313,16
51314,16
51315,11
51316,4
51317,12
51318,3
51319,7
51320,10
51321,8
51322,15
51323,16
51324,5
51325,15
51326,3
51327,15
51328,15
51329,8
51330,7
51331,15
51332,13
51333,12
51334,10
51335,14
51336,3
51337,15
51338,1
51339,6
51340,15
51341,15
51342,15
51343,12
51344,3
51345,14
51346,3
51347,0
51348,3
51349,10
51350,0
51351,6
51352,10
51353,5
51354,12
51355,16
51356,1
51357,16
51358,3
51359,6
51360,6
51361,11
51362,8
51363,9
51364,0
51365,16
51366,14
51367,6
51368,12
51369,16
51370,11
51371,1
51372,7
51373,16
51374,9
51375,1
51376,15
51377,0
51378,1
51379,4
51380,3
51381,10
51382,0
51383,7
51384,13
51385,3
51386,15
51387,4
51388,0
51389,12
51390,16
51391,10
51392,0
51393,6
51394,9
51395,12
51396,3
51397,6
51398,14
51399,12
51400,5
51401,4
51402,15
51403,16
51404,15
51405,10
51406,16
51407,0
51408,10
51409,1
51410,7
51411,8
51412,14
51413,3
51414,13
51415,6
51416,8
51417,11
51418,12
51419,0
51420,12
51421,6
51422,15
51423,13
51424,4
51425,0
51426,0
51427,9
51428,11
51429,4
51430,2
51431,10
51432,13
51433,10
51434,15
51435,14
51436,3
51437,15
51438,12
51439,9
51440,9
51441,8
51442,8
51443,5
51444,5
51445,14
51446,9
51447,11
51448,10
51449,2
51450,15
51451,13
51452,13
51453,6
51454,14
51455,14
51456,12
51457,3
51458,15
51459,10
51460,15
51461,0
51462,9
51463,5
51464,11
51465,14
51466,15
51467,12
51468,3
51469,12
51470,7
51471,10
51472,16
51473,15
51474,10
51475,16
51476,6
51477,10
51478,12
51479,4
51480,5
51481,14
51482,0
51483,15
51484,3
51485,4
51486,16
51487,9
51488,10
51489,3
51490,1
51491,16
51492,12
51493,6
51494,16
51495,12
51496,3
51497,16
51498,3
51499,3
51500,10
51501,16
51502,15
51503,5
51504,12
51505,10
51506,11
51507,6
51508,5
51509,9
51510,4
51511,8
51512,15
51513,2
51514,5
51515,0
51516,6
51517,12
51518,15
51519,12
51520,1
51521,0
51522,6
51523,11
51524,0
51525,14
51526,15
51527,16
51528,12
51529,4
51530,2
51531,15
51532,3
51533,11
51534,16
51535,15
51536,16
51537,13
51538,3
51539,11
51540,13
51541,15
51542,3
51543,5
51544,12
51545,14
51546,12
51547,6
51548,16
51549,0
51550,13
51551,16
51552,10
51553,9
51554,10
51555,11
51556,13
51557,2
51558,15
51559,14
51560,1
51561,3
51562,15
51563,9
51564,9
51565,15
51566,0
51567,5
51568,15
51569,1
51570,12
51571,5
51572,10
51573,7
51574,8
51575,3
51576,3
51577,9
51578,7
51579,6
51580,12
51581,3
51582,9
51583,14
51584,6
51585,2
51586,12
51587,12
51588,0
51589,13
51590,16
51591,15
51592,15
51593,5
51594,11
51595,14
51596,2
51597,5
51598,14
51599,13
51600,3
51601,0
51602,13
51603,16
51604,16
51605,9
51606,6
51607,9
51608,13
51609,12
51610,1
51611,5
51612,12
51613,5
51614,8
51615,2
51616,5
51617,12
51618,5
51619,1
51620,16
51621,15
51622,0
51623,15
51624,2
51625,9
51626,16
51627,13
51628,12
51629,13
51630,15
51631,14
51632,6
51633,16
51634,3
51635,1
51636,3
51637,12
51638,6
51639,3
51640,15
51641,9
51642,12
51643,2
51644,16
51645,10
51646,9
51647,2
51648,10
51649,12
51650,7
51651,0
51652,15
51653,16
51654,15
51655,14
51656,12
51657,3
51658,3
51659,15
51660,3
51661,1
51662,8
51663,2
51664,6
51665,3
51666,14
51667,14
51668,16
51669,3
51670,14
51671,16
51672,1
51673,0
51674,12
51675,16
51676,9
51677,14
51678,16
51679,1
51680,16
51681,6
51682,1
51683,10
51684,11
51685,16
51686,13
51687,13
51688,10
51689,13
51690,16
51691,3
51692,8
51693,12
51694,11
51695,6
51696,5
51697,13
51698,12
51699,13
51700,14
51701,0
51702,9
51703,6
51704,15
51705,11
51706,16
51707,13
51708,6
51709,1
51710,15
51711,5
51712,2
51713,13
51714,15
51715,15
51716,6
51717,5
51718,15
51719,2
51720,14
51721,10
51722,13
51723,16
51724,13
51725,11
51726,6
51727,4
51728,5
51729,11
51730,6
51731,15
51732,11
51733,15
51734,0
51735,12
51736,15
51737,16
51738,10
51739,0
51740,1
51741,15
51742,8
51743,15
51744,16
51745,16
51746,3
51747,7
51748,4
51749,10
51750,0
51751,12
51752,10
51753,9
51754,3
51755,12
51756,9
51757,7
51758,3
51759,1
51760,13
51761,10
51762,10
51763,14
51764,9
51765,6
51766,14
51767,14
51768,14
51769,10
51770,13
51771,6
51772,0
51773,3
51774,16
51775,11
51776,1
51777,6
51778,9
51779,9
51780,6
51781,5
51782,14
51783,6
51784,4
51785,15
51786,13
51787,11
51788,12
51789,6
51790,8
51791,4
51792,15
51793,2
51794,0
51795,10
51796,9
51797,8
51798,5
51799,3
51800,9
51801,15
51802,9
51803,15
51804,1
51805,11
51806,3
51807,9
51808,10
51809,16
51810,3
51811,3
51812,4
51813,3
51814,16
51815,15
51816,6
51817,6
51818,3
51819,14
51820,14
51821,0
51822,16
51823,6
51824,6
51825,3
51826,16
51827,1
51828,10
51829,14
51830,2
51831,3
51832,3
51833,16
51834,16
51835,10
51836,6
51837,3
51838,3
51839,0
51840,8
51841,10
51842,3
51843,3
51844,16
51845,5
51846,15
51847,7
51848,15
51849,7
51850,5
51851,8
51852,0
51853,15
51854,2
51855,3
51856,12
51857,7
51858,16
51859,4
51860,15
51861,1
51862,1
51863,7
51864,12
51865,9
51866,9
51867,6
51868,14
51869,10
51870,16
51871,16
51872,12
51873,8
51874,12
51875,15
51876,15
51877,11
51878,15
51879,6
51880,15
51881,12
51882,15
51883,3
51884,15
51885,0
51886,14
51887,9
51888,9
51889,10
51890,0
51891,2
51892,16
51893,15
51894,5
51895,12
51896,3
51897,0
51898,6
51899,14
51900,14
51901,5
51902,15
51903,12
51904,11
51905,9
51906,7
51907,16
51908,6
51909,2
51910,16
51911,3
51912,15
51913,16
51914,8
51915,14
51916,2
51917,13
51918,6
51919,2
51920,10
51921,14
51922,12
51923,9
51924,15
51925,13
51926,10
51927,0
51928,10
51929,8
51930,3
51931,11
51932,10
51933,2
51934,10
51935,3
51936,9
51937,16
51938,10
51939,12
51940,13
51941,11
51942,12
51943,12
51944,0
51945,4
51946,3
51947,14
51948,14
51949,14
51950,16
51951,15
51952,11
51953,12
51954,12
51955,14
51956,16
51957,16
51958,10
51959,15
51960,16
51961,0
51962,16
51963,11
51964,1
51965,13
51966,1
51967,11
51968,13
51969,8
51970,6
51971,6
51972,6
51973,16
51974,13
51975,5
51976,12
51977,13
51978,10
51979,14
51980,3
51981,0
51982,15
51983,16
51984,10
51985,16
51986,4
51987,12
51988,3
51989,13
51990,9
51991,15
51992,0
51993,10
51994,13
51995,14
51996,14
51997,9
51998,2
51999,12
52000,4
52001,3
52002,0
52003,15
52004,13
52005,9
52006,12
52007,4
52008,1
52009,15
52010,12
52011,4
52012,12
52013,6
52014,2
52015,14
52016,2
52017,10
52018,16
52019,14
52020,10
52021,14
52022,4
52023,14
52024,14
52025,1
52026,3
52027,12
52028,3
52029,2
52030,10
52031,16
52032,3
52033,4
52034,2
52035,10
52036,10
52037,10
52038,9
52039,6
52040,3
52041,12
52042,3
52043,3
52044,8
52045,9
52046,5
52047,7
52048,16
52049,16
52050,14
52051,3
52052,9
52053,9
52054,11
52055,3
52056,14
52057,3
52058,5
52059,13
52060,7
52061,9
52062,15
52063,15
52064,13
52065,5
52066,16
52067,7
52068,6
52069,15
52070,15
52071,4
52072,6
52073,16
52074,16
52075,4
52076,3
52077,4
52078,16
52079,10
52080,16
52081,9
52082,12
52083,2
52084,2
52085,6
52086,0
52087,0
52088,10
52089,13
52090,11
52091,16
52092,5
52093,4
52094,11
52095,3
52096,16
52097,9
52098,0
52099,16
52100,9
52101,1
52102,5
52103,5
52104,14
52105,4
52106,13
52107,6
52108,11
52109,15
52110,16
52111,3
52112,8
52113,15
52114,0
52115,16
52116,2
52117,4
52118,8
52119,16
52120,10
52121,1
52122,2
52123,3
52124,6
52125,10
52126,10
52127,9
52128,2
52129,2
52130,3
52131,9
52132,3
52133,10
52134,13
52135,5
52136,12
52137,0
52138,11
52139,13
52140,1
52141,15
52142,16
52143,16
52144,3
52145,10
52146,8
52147,16
52148,8
52149,2
52150,9
52151,2
52152,6
52153,0
52154,0
52155,1
52156,8
52157,12
52158,14
52159,16
52160,16
52161,2
52162,11
52163,7
52164,12
52165,16
52166,11
52167,1
52168,6
52169,12
52170,8
52171,6
52172,16
52173,6
52174,3
52175,10
52176,10
52177,5
52178,14
52179,1
52180,6
52181,3
52182,9
52183,9
52184,12
52185,2
52186,3
52187,9
52188,14
52189,10
52190,2
52191,7
52192,15
52193,9
52194,5
52195,4
52196,16
52197,12
52198,3
52199,4
52200,0
52201,1
52202,16
52203,2
52204,2
52205,3
52206,9
52207,9
52208,13
52209,11
52210,15
52211,11
52212,16
52213,11
52214,16
52215,15
52216,10
52217,15
52218,9
52219,1
52220,1
52221,10
52222,15
52223,8
52224,9
52225,3
52226,12
52227,12
52228,13
52229,16
52230,6
52231,3
52232,13
52233,2
52234,13
52235,11
52236,11
52237,9
52238,15
52239,9
52240,13
52241,9
52242,10
52243,15
52244,0
52245,5
52246,4
52247,5
52248,3
52249,0
52250,3
52251,0
52252,8
52253,10
52254,9
52255,9
52256,9
52257,14
52258,5
52259,6
52260,16
52261,10
52262,4
52263,3
52264,4
52265,16
52266,14
